Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Costilla de carnero,,,45,36,105,5.6,9,0,0,0,0,0,0.8,0,1.8,2.1,0,27,25.6,0,0,0,0,0,0,AOAAG
Espaldilla,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espaldilla de cerdo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espinazo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espinazo de cerdo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Paloma,,,45,35,102,6.4,8.2,0,0,25.3,0,0,1.2,0,4.2,0.9,0,18.7,32.9,0,0,0,0,0,0,AOAAG
Lengua de res cocida,,,45,35,100,6.8,7.8,0,0,0,0,0,0.9,0,1.8,0.9,0,22.8,46.3,0,0,0,0,0,0,AOAAG
Pollo crispy,,,45,34,106,5.4,7.1,5.1,0,0,0,0,0.3,0,5.7,0.7,0,154.4,20,0,0,0,0,0,0,AOAAG
Nugget de queso,,,43,43,105,4.5,5.5,10,0,0,0,0,0.2,0,75.2,0.9,0,531.2,5,0,0,0,0,0,0,AOAAG
Queso suizo rallado,,,43,43,95,7.4,6.3,2.3,0,27.7,0,0,0,0,297.2,1.1,0,0,32.4,0,0,0,0,0,0,AOAAG
Palitos de pescado congelados,,,42,42,116,6.6,5.3,10.1,0,13.5,0,0,0.3,0,9,5.9,0,247.5,48,0,0,0,0,0,0,AOAAG
Salami de ternera,,,42,42,110,6.4,8.8,1.1,0,0,0,0,0.9,0,3.7,1,0,493,27.4,0,0,0,0,0,0,AOAAG
Queso amarillo,,,42,42,100,7,5.9,4.9,0,47.9,0,0,0.1,0,236,1.1,0,564.9,15.1,0,0,0,0,0,0,AOAAG
Salchicha vienna ahumada,,,41,41,93,4.3,7.9,1.1,0,0,0,0,0.4,0,4.1,0.7,0,392.4,35.2,0,0,0,0,0,0,AOAAG
Tofu frito,,,40,40,108,6.8,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOAAG
Carne molida regular,,,40,40,107,7.2,8.5,0,0,4.8,0,0,1.1,0,4,0.9,0,26,29.6,0,0,0,0,0,0,AOAAG
Queso feta,,,40,40,106,5.7,8.5,1.6,0,50,0,0,0.3,0,197.2,0.9,0,451.4,35.7,0,0,0,0,0,0,AOAAG
Pastel de pollo,,,40,40,106,4,8.7,2.9,0,0,0,0,0.7,0,41.4,0.6,0,511.4,28.6,0,0,0,0,0,0,AOAAG
Pastel de ternera,,,40,40,106,4,8.7,2.9,0,0,0,0,0.7,0,41.4,0.6,0,511.4,28.6,0,0,0,0,0,0,AOAAG
Jamón del diablo,,,40,40,100,6.2,8.6,0,0,0,0,0,0.3,0,0,2.7,0,333.3,28.6,0,0,0,0,0,0,AOAAG
Carne obscura de pollo con piel,,,40,40,95,6.7,7.3,0,0,19.6,0,0,0.4,0,4.4,1.9,0,29.2,32.4,0,0,0,0,0,0,AOAAG
Carne de res semigrasosa,,,40,38,98,7,7.5,0,0,3.4,0,0,0.8,0,2.7,1.4,0,22.4,26.2,0,0,0,0,0,0,AOAAG
Molida de carnero,,,40,38,96,6.9,7.4,0,0,0,0,0,1,0,2.7,2.6,0,30.4,27,0,0,0,0,0,0,AOAAG
Chuleta de carnero,,,40,36,105,5.6,9,0,0,0,0,0,0.8,0,1.8,2.1,0,27,25.6,0,0,0,0,0,0,AOAAG
Molida popular de res,,,40,33,97,5.2,8.3,0,0,3.9,0,0,0.6,0,2.6,1,0,19.4,24.3,0,0,0,0,0,0,AOAAG
Carne molida popular de res,,,40,33,97,5.2,8.3,0,0,3.9,0,0,0.6,0,2.6,0.7,0,19.4,24.3,0,0,0,0,0,0,AOAAG
Costilla de res,,,40,29,112,4.5,10.3,0,0,0,0,0,0.5,0,2.3,0.7,0,15.2,21.6,0,0,0,0,0,0,AOAAG
Cerdo en canal,,,40,28,111,3.8,10.6,0,0,0.6,0,0,0.2,0,1.4,1.1,0,12.3,20.7,0,0,0,0,0,0,AOAAG
Queso americano fundido,,,39,39,105,5.8,8.2,2.3,0,0,0,0,0,0,175,0.8,0,653.3,23.3,0,0,0,0,0,0,AOAAG
Queso camembert,,,35,35,106,7,8.6,0.1,0,88.8,0,0,0.1,0,137.5,1,0,298.8,25,0,0,0,0,0,0,AOAAG
Mozzarella fresco,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Queso mozzarella,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Queso mozzarella rallado,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Carne molida regular cocida,,,35,35,100,8.1,7.3,0,0,0,0,0,0.8,0,3.5,1,0,21,30.5,0,0,0,0,0,0,AOAAG
Queso velveta,,,35,35,100,6.3,7.5,3.8,0,0,0,0,0,0,187.5,0.9,0,525,25,0,0,0,0,0,0,AOAAG
Velveta,,,35,35,100,6.3,7.5,3.8,0,0,0,0,0,0,187.5,0,0,525,25,0,0,0,0,0,0,AOAAG
Queso de cabra con ceniza,,,35,35,94,6.6,7.4,0.3,0,100,0,0,0.7,0,49,0.3,0,130,16.3,0,0,0,0,0,0,AOAAG
Queso de cabra suave,,,35,35,94,6.6,7.4,0.3,0,100,0,0,0.7,0,49,0.3,0,130,16.3,0,0,0,0,0,0,AOAAG
Maciza de cerdo,,,35,35,92,5.9,7.4,0,0,0.7,0,0,0.3,0,4.9,1.5,0,19.6,25.2,0,0,0,0,0,0,AOAAG
Maciza de puerco,,,35,35,92,5.9,7.4,0,0,0.7,0,0,0.3,0,4.9,1.5,0,19.6,25.2,0,0,0,0,0,0,AOAAG
Queso neufchatel,,,35,35,91,3.5,8.2,1,0,101.2,0,0,0.1,0,26.3,0.1,0,139.7,26.6,0,0,0,0,0,0,AOAAG
T-bone con grasa cocido,,,35,32,96,7.4,7.2,0,0,0,0,0,1,0,2.2,0.9,0,21.1,20.5,0,0,0,0,0,0,AOAAG
Salchicha,,,34,34,114,6.6,9.6,0,0,4.1,0,0,0.5,0,4.4,0,0,252.8,28.4,0,0,0,0,0,0,AOAAG
Salchicha de puerco,,,34,34,114,6.6,9.6,0,0,4.1,0,0,0.5,0,4.4,0,0,252.8,28.4,0,0,0,0,0,0,AOAAG
Salchicha ahumada,,,34,34,109,4.1,9.8,0.8,0,3.7,0,0,0.3,0,4.1,0,0,309.7,19.7,0,0,0,0,0,0,AOAAG
Yema,,,34,34,108,5.4,9,1.2,0,126.1,0,0,0.9,0,43.9,3,0,16.3,419.6,0,0,0,0,0,0,AOAAG
Yema de huevo,,,34,34,108,5.4,9,1.2,0,126.1,0,0,0.9,0,43.9,3,0,16.3,419.6,0,0,0,0,0,0,AOAAG
Nugget de pollo,,,34,34,101,5.2,6.7,4.8,0,0,0,0,0.4,0,10.5,0.9,0,189.4,14.6,0,0,0,0,0,0,AOAAG
Salchicha de pollo,,,34,34,100,6.2,8.1,0,0,10.5,0,0,0.4,0,3.7,0.9,0,344.3,23.6,0,0,0,0,0,0,AOAAG
Nuget de soya,,,34,34,98,4.8,6.4,5.3,0,0,0,0,0.6,0,16,0,0,283.6,0.8,0,0,0,0,0,0,AOAAG
Leche Lala Desarrollo en polvo,,,33,33,150,5.9,5.9,18.3,0,0,0,0,0,0,200.6,0,0,96.6,0,0,0,0,0,31,5.673,Leche entera
Leche en polvo,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Leche entera en polvo,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Leche entera en polvo adicionada,,,32,32,159,8.4,8.5,12.3,0,90,0,0,0,0,292,0,0,119,31,0,0,0,0,31,3.813,Leche entera
Queso pasteurizado suizo,,,32,32,105,7.8,7.9,0.7,0,60.5,0,0,0.2,0,243.2,1.1,0,431.6,26.8,0,0,0,0,0,0,AOAAG
Pastel de pavo,,,32,32,105,3.9,9.6,0.6,0,0,0,0,0.2,0,1.5,1.3,0,406.5,19.5,0,0,0,0,0,0,AOAAG
Pastel de puerco,,,32,32,105,3.9,9.6,0.6,0,0,0,0,0.2,0,1.5,0.6,0,406.5,19.5,0,0,0,0,0,0,AOAAG
Mortadela,,,32,32,99,5.3,8,1.1,0,0,0,0,0.4,0,6.3,0,0,392.7,18.3,0,0,0,0,0,0,AOAAG
Jamón cocido,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.5,0,3,0.8,0,424.5,28,0,0,0,0,0,0,AOAAG
Jamón virginia,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.5,0,3,0.8,0,424.5,28,0,0,0,0,0,0,AOAAG
Jamón americano,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3.2,0.8,0,391.2,28,0,0,0,0,0,0,AOAAG
Jamón horneado,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3.2,0.8,0,391.2,28,0,0,0,0,0,0,AOAAG
Jamón ahumado,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3,0.8,0,382.5,28,0,0,0,0,0,0,AOAAG
Leche descremada en polvo,,,30,30,109,10.8,0.2,15.6,0,2,0,0,0,0,377,0,0,161,6,0,0,0,0,31,4.836,Leche descremada
"Leche descremada en polvo, reducida en CA",,,30,30,107,10.8,0.1,15.8,0,1.1,0,0,0,0,84.6,0,0,692.1,1.1,0,0,0,0,27,4.266,Leche descremada
Queso edam,,,30,30,107,7.5,8.3,0.4,0,72.6,0,0,0.1,0,219.3,1.1,0,289.5,26.8,0,0,0,0,0,0,AOAAG
Queso gouda,,,30,30,107,7.5,8.2,0.7,0,49.2,0,0,0.1,0,210,1.1,0,245.7,34.3,0,0,0,0,0,0,AOAAG
Queso azul,,,30,30,106,6.4,8.6,0.7,0,69.6,0,0,0.1,0,160.7,0.9,0,242.3,22.5,0,0,0,0,0,0,AOAAG
Queso brie,,,30,30,102,6.3,8.4,0.1,0,55.7,0,0,0.2,0,55.7,0.9,0,190.7,30,0,0,0,0,0,0,AOAAG
Queso Oaxaca,,,30,30,95,7.7,6.6,0.9,0,0.8,0,0,1,0,140.7,1.1,0,0,25.8,0,0,0,0,0,0,AOAAG
Queso canasto,,,30,30,87,8.5,10,0.4,0,195,0,0,0.7,0,258,1.2,0,0,25.5,0,0,0,0,0,0,AOAAG
Queso cotija,,,30,30,87,8.5,10,0.4,0,195,0,0,0.7,0,258,1.2,0,0,25.5,0,0,0,0,0,0,AOAAG
Rib eye,,,30,30,82,5.3,6.6,0,0,0,0,0,0.6,0,3.9,0.9,0,16.8,20.4,0,0,0,0,0,0,AOAAG
Lengua de cerdo cocida,,,30,30,81,7.2,5.6,0,0,0,0,0,1.5,0,5.7,4.7,0,32.7,43.8,0,0,0,0,0,0,AOAAG
Queso añejo rallado,,,29,29,109,6.3,8.7,1.3,0,18.5,0,0,0.1,0,198.2,0.9,0,329.7,30.8,0,0,0,0,0,0,AOAAG
Salchicha de ternera,,,29,29,90,3.4,8.1,0.5,0,0,0,0,0.4,0,5.5,0.5,0,292.5,17.5,0,0,0,0,0,0,AOAAG
Queso cheddar rallado,,,28,28,114,7,9.4,0.4,0,85.5,0,0,0.2,0,203.8,1,0,175.3,29.8,0,0,0,0,0,0,AOAAG
Queso colby estilo Cheddar,,,28,28,110,6.7,9,0.7,0,74,0,0,0.2,0,192,0,0,169,27,0,0,0,0,0,0,AOAAG
Queso Cheshire,,,28,28,108,6.5,8.6,1.3,0,65,0,0,0.1,0,180,0,0,196,29,0,0,0,0,0,0,AOAAG
Queso suizo,,,28,28,106,7.5,7.8,1.5,0,59.9,0,0,0.1,0,221.5,1.4,0,53.8,26,0,0,0,0,0,0,AOAAG
Queso chihuahua rallado,,,28,28,106,6.1,8.5,1.6,0,18.2,0,0,0.1,0,183.9,0.9,0,176.6,29.7,0,0,0,0,0,0,AOAAG
Queso pasteurizado americano,,,28,28,105,6.2,8.7,0.4,0,69.2,0,0,0.1,0,172.5,0.9,0,400.4,26.3,0,0,0,0,0,0,AOAAG
Queso chihuahua fresco,,,28,28,105,6,8.4,1.6,0,18,0,0,0.1,0,182.3,0.9,0,175,29.4,0,0,0,0,0,0,AOAAG
Queso Muenster,,,28,28,103,6.6,8.4,0.3,0,83,0,0,0.1,0,201,0,0,176,27,0,0,0,0,0,0,AOAAG
Queso de cabra semi suave,,,28,28,102,6,8.4,0.7,0,114,0,0,0.5,0,83,0,0,144,22,0,0,0,0,0,0,AOAAG
Queso asadero,,,28,28,100,6.4,8,0.8,0,18,0,0,0.1,0,187,0.9,0,186,30,0,0,0,0,0,0,AOAAG
Queso port salut,,,28,28,99,6.7,7.9,0.2,0,87.6,0,0,0.1,0,182,1,0,149.5,34.4,0,0,0,0,0,0,AOAAG
Queso provolone,,,28,28,98,7.2,7.5,0.6,0,64.4,0,0,0.1,0,211.7,1,0,245.3,19.3,0,0,0,0,0,0,AOAAG
Queso Limburger,,,28,28,92,5.6,7.6,0.1,0,95,0,0,0,0,139,0,0,224,25,0,0,0,0,0,0,AOAAG
Queso mozzarella suave,,,28,28,89,6,6.9,0.7,0,53.8,0,0,0.1,0,163,1,0,116.2,25,0,0,0,0,0,0,AOAAG
Salami,,,27,27,104,6.3,8.1,1,0,0,0,0,0.4,0,2.2,1.6,0,542.7,27,0,0,0,0,0,0,AOAAG
Queso tipo americano,,,27,27,101,6,8.5,0.4,0,68.6,0,0,0,0,149.5,0,0,402.1,25.1,0,0,0,0,0,0,AOAAG
Jamón bajo en sodio,,,27,27,82,4.2,7,0.2,0,0,0,0,0.4,0,1.7,0.7,0,225.4,24,0,0,0,0,0,0,AOAAG
Queso gruyere,,,25,25,103,7.5,8.1,0.1,0,67,0,0,0,0,252.8,1.1,0,84,27.5,0,0,0,0,0,0,AOAAG
Queso manchego,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso manchego rallado,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso manchego rebanado,,,25,25,102,6.1,8.1,1.2,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,AOAAG
Queso fontina,,,25,25,97,6.4,7.8,0.4,0,64.5,0,0,0.1,0,137.5,0.9,0,200,29,0,0,0,0,0,0,AOAAG
Queso añejo,,,25,25,95,5.4,7.6,1.2,0,16.1,0,0,0.1,0,172.3,0.8,0,286.6,26.8,0,0,0,0,0,0,AOAAG
Queso menonita,,,25,25,95,5.4,7.5,1.4,0,16.1,0,0,0.1,0,165.2,0.8,0,156.3,26.8,0,0,0,0,0,0,AOAAG
Morcilla,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Morcilla de arroz,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Moronga,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Queso brick,,,25,25,94,5.9,7.5,0.7,0,76.8,0,0,0.1,0,170.5,0.9,0,142,24.1,0,0,0,0,0,0,AOAAG
Queso chuhuahua,,,25,25,94,5.4,7.5,1.4,0,16.1,0,0,0.1,0,162.8,0.8,0,156.3,26.3,0,0,0,0,0,0,AOAAG
Queso Monterrey,,,25,25,93,6.1,7.6,0.2,0,48,0,0,0.2,0,186.5,0.9,0,134,22.3,0,0,0,0,0,0,AOAAG
Queso tipo roquefort,,,25,25,92,5.4,7.7,0.5,0,72.6,0,0,0.1,0,165.5,0.8,0,452.3,22.5,0,0,0,0,0,0,AOAAG
Queso roquefort,,,25,25,92,5.4,7.7,0.5,0,72.5,0,0,0.1,0,165.5,0.8,0,452.3,22.5,0,0,0,0,0,0,AOAAG
Pulpa de res,,,25,25,87,6.8,6.5,0,0,0,0,0,0.8,0,3.3,1.3,0,16.3,26,0,0,0,0,0,0,AOAAG
Añejo tipo cotija,,,24,24,70,6.8,8,0.3,0,156,0,0,0.6,0,206.4,1,0,0,20.4,0,0,0,0,0,0,AOAAG
Queso romano,,,23,23,89,7.3,6.2,0.8,0,20.7,0,0,0.2,0,244.7,3.3,0,276,23.8,0,0,0,0,0,0,AOAAG
Queso cheddar,,,21,21,85,5.2,7,0.3,0,63.6,0,0,0.1,0,151.5,0.7,0,130.3,22.1,0,0,0,0,0,0,AOAAG
Peperoni,,,20,20,99,4.5,8.8,0,0,0,0,0,0.3,0,4.4,1.6,0,330.6,21,0,0,0,0,0,0,AOAAG
Queso de cabra duro,,,20,20,91,6.2,7.2,0.4,0,96.4,0,0,0.4,0,181.4,0.3,0,70,21.4,0,0,0,0,0,0,AOAAG
Jumiles,,,20,20,89,6.4,6.8,0,0,0,0,0,2,0,15.6,0,0,0,0,0,0,0,0,0,0,AOAAG
Peperami,,,19,19,103,4,9.3,1,0,31.9,0,0,0.6,0,13.1,0,0,277.5,25.3,0,0,0,0,0,0,AOAAG
Yema de huevo en polvo,,,15,15,103,5.3,8.6,0.6,0,203.2,0,0,0.8,0,43.9,4.6,0,20.9,360.8,0,0,0,0,0,0,AOAAG
